"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, ClearMem";"North Sea Inferno ? 1990 Parsec Software";"1990 Parsec Software";"whdload";"0";"North Sea Inferno";"NorthSeaInferno";"983016";"N\NorthSeaInferno\NorthSeaInferno.Slave";"4096";"N\NorthSeaInferno";"524288";"NorthSeaInferno";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Nucleus (c) 1990 Mutation/Microtec Entertainment -";"1990 Mutation/Microtec Entertainment";"whdload";"0";"Nucleus";"Nucleus";"925033";"N\Nucleus\Nucleus.Slave";"0";"N\Nucleus";"524288";"Nucleus";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"";"";"whdload";"0";"";"Oath";"819307";"O\Oath\Oath.Slave";"";"O\Oath";"524288";"Oath";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"";"1988 Psygnosis";"whdload";"0";"Obliterator";"Obliterator";"876218";"O\Obliterator\Obliterator.Slave";"4096";"O\Obliterator";"528384";"Obliterator";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem, Examine";"Oblivion ? 1992 Mark Sibly.";"1992 Mark Sibly";"whdload";"0";"Oblivion";"Oblivion";"280748";"O\Oblivion\Oblivion.Slave";"0";"O\Oblivion";"524288";"Oblivion";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Vyrus by Amiga Fun (c) 199? - 1 disk.";"199x Amiga Fun";"whdload";"0";"Octagon";"Oktagon";"912503";"O\Oktagon\Oktagon.Slave";"0";"O\Oktagon";"524288";"Oktagon";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Onslaught (c) 1989 Hewson.";"";"whdload";"1024";"";"Onslaught";"478721";"O\Onslaught\Onslaught.slave";"";"O\Onslaught";"524288";"Onslaught";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Ooops Up ? Demoware.";"1991 Demonware ";"whdload";"0";"Ooops Up";"OoopsUp";"747615";"O\OoopsUp\OoopsUp.Slave";"0";"O\OoopsUp";"524288";"OoopsUp";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"Operation Firestorm ? 1995 F1 Licenseware.";"1993 F1 Licenseware";"whdload";"0";"Operation Firestorm";"OperationFirestorm";"910098";"O\OperationFirestorm\OperationFirestorm.slave";"0";"O\OperationFirestorm";"524288";"OperationFirestorm";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Operation Thunderbolt ? 1989 Ocean - 2 disks.";"1989 Ocean";"whdload";"0";"Operation Thunderbolt";"OperationThunderbolt";"1838817";"O\OperationThunderbolt\OperationThunderbolt.Slave";"0";"O\OperationThunderbolt";"524288";"OperationThunderbolt";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Operation Wolf ? 1988 OCEAN.";"1988 Ocean";"whdload";"0";"Operation Wolf";"OperationWolf";"1847223";"O\OperationWolf\OperationWolf.Slave";"0";"O\OperationWolf";"524288";"OperationWolf";"OCS/ECS";"";"";"";"";""
"NoError, NoKbd, ClearMem";"Orbital Destroyer ? 1990 Trojan.";"1990 Trojan";"whdload";"0";"Orbital Destroyer";"OrbitalDestroyer";"911167";"O\OrbitalDestroyer\OrbitalDestroyer.Slave";"0";"O\OrbitalDestroyer";"524288";"OrbitalDestroyer";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Oriental Games ? 1990 Microstyle/Mycroprose.";"1990 Microstyle/Microprose ";"whdload";"0";"Oriental Games";"OrientalGames";"831943";"O\OrientalGames\OrientalGames.Slave";"0";"O\OrientalGames";"524288";"OrientalGames";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Ork ? 1992 Psygnosis.";"1992 Psygnosis";"whdload";"0";"Ork";"Ork";"1447308";"O\Ork\Ork.Slave";"0";"O\Ork";"524288";"Ork";"OCS/ECS";"";"";"";"";""
"Disk, NoError, NoDivZero";"OutRun ? 1988 Sega.";"";"whdload";"0";"";"OutRunSega";"706487";"O\OutRunSega\OutRunSega.slave";"";"O\OutRunSega";"524288";"OutRunSega";"OCS/ECS";"";"";"";"";""
"Disk, NoError, NoDivZero";"OutRun ? 1988 Sega.";"";"whdload";"0";"";"OutRunUSGold";"918317";"O\OutRunUSGold\OutRunUSGold.slave";"";"O\OutRunUSGold";"524288";"OutRunUSGold";"OCS/ECS";"";"";"";"";""
"NoError";"Outzone (c) 1991 Lankhor - 1 disk.";"1991 Lankhor";"whdload";"0";"Outzone";"Outzone";"862226";"O\Outzone\Outzone.Slave";"0";"O\Outzone";"524288";"Outzone";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Overlander (c) 1989 Elite - 1 disk.";"1988 Elite";"whdload";"0";"Overlander";"Overlander";"842622";"O\Overlander\Overlander.Slave";"0";"O\Overlander";"524288";"Overlander";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Oxxonian ? 1989 Time Warp";"1989 Time Warp";"whdload";"0";"Oxxonian";"Oxxonian";"874224";"O\Oxxonian\Oxxonian.Slave";"4096";"O\Oxxonian";"524288";"Oxxonian";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"P47 Thunderbolt ? 1990 Firebird";"1990 Firebird";"whdload";"0";"P47 Thunderbolt";"P47Thunderbolt";"657292";"P\P47Thunderbolt\P47Thunderbolt.Slave";"0";"P\P47Thunderbolt";"524288";"P47Thunderbolt";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pacland (c) 1989 Grandslam - 1 disk.";"1989 Grandslam";"whdload";"0";"Pacland";"PacLand";"587255";"P\PacLand\PacLand.Slave";"0";"P\PacLand";"524288";"PacLand";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pacmania (c) 1988 Grandslam - 1 disk.";"1988 Grandslam";"whdload";"0";"Pacmania";"PacMania";"921961";"P\PacMania\Pacmania.Slave";"0";"P\PacMania";"524288";"PacMania";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Pandora (c) 1988 Firebird - 1 disk.";"1988 Firebird";"whdload";"0";"Pandora";"Pandora";"388088";"P\Pandora\Pandora.Slave";"4096";"P\Pandora";"524288";"Pandora";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pang ? 1990 Ocean.";"1990 Ocean";"whdload";"0";"Pang";"Pang";"1027655";"P\Pang\Pang.slave";"4096";"P\Pang";"524288";"Pang";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pango ? 1992 Genialogic.";"1992 Genialogic";"whdload";"0";"Pango";"Pango";"1817675";"P\Pango\Pango.Slave";"0";"P\Pango";"524288";"Pango";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"";"1989 Elite";"whdload";"0";"Paperboy";"Paperboy";"696102";"P\Paperboy\Paperboy.slave";"0";"P\Paperboy";"524288";"Paperboy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Paradise Lost ? 1991 Silicon Twins.";"1991 Silicon Twins";"whdload";"0";"Paradise Lost";"ParadiseLost";"3632709";"P\ParadiseLost\ParadiseLost.slave";"0";"P\ParadiseLost";"524288";"ParadiseLost";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, EmulTrapV";"";"1990 Andrew Braybrook/Graftgold";"whdload";"0";"Paradroid90";"Paradroid90512KB";"912093";"P\Paradroid90512KB\Paradroid90512KB.Slave";"0";"P\Paradroid90512KB";"524288";"Paradroid90";"OCS/ECS";"";"512KB";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Paramax ? KingSoft.";"KINGSOFT";"whdload";"0";"Paramax";"Paramax";"863246";"P\Paramax\Paramax.Slave";"0";"P\Paramax";"524288";"Paramax";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Paranoia Complex/Cyberworld ? 1989/1990 Magic Bytes.";"1989 Magic Bytes";"whdload";"0";"The Paranoia Complex/Cyberworld";"ParanoiaComplex";"482911";"P\ParanoiaComplex\ParanoiaComplex.Slave";"0";"P\ParanoiaComplex";"524288";"ParanoiaComplex";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Parasol Stars ? 1992 OCEAN.";"1992 Ocean ";"whdload";"0";"Parasol Stars";"ParasolStars";"928978";"P\ParasolStars\ParasolStars.Slave";"0";"P\ParasolStars";"524288";"ParasolStars";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Passing Shot by Image Works/Teque (c) 1988 - 1 disk.";"1988 Image Works";"whdload";"0";"Passing Shot";"PassingShot";"909534";"P\PassingShot\PassingShot.Slave";"0";"P\PassingShot";"524288";"PassingShot";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pegasus ? 1991 Gremlin.";"1991 Gremlin";"whdload";"0";"Pegasus";"Pegasus";"1985413";"P\Pegasus\Pegasus.Slave";"0";"P\Pegasus";"524288";"Pegasus";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Penthouse Hot Numbers ? 1992 Magic Bytes";"1992 Magic Bytes";"whdload";"0";"Penthouse Hot Numbers";"PenthouseHotNumbers";"686138";"P\PenthouseHotNumbers\PenthouseHotNumbers.Slave";"4096";"P\PenthouseHotNumbers";"376832";"PenthouseHotNumbers";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Peter Beardsley's International Football (c) 1988";"1988 Teque/Grandslam";"whdload";"0";"Peter Beardsley";"PeterBeardsleysIF";"916873";"P\PeterBeardsleysIF\PeterBeardsleysIF.Slave";"0";"P\PeterBeardsleysIF";"524288";"PeterBeardsleysIF";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Peter Schmeichel Soccer (c) 1994 Zeppelin - 1 disk.";"1994 Zeppelin";"whdload";"0";"Peter Schmeichel Soccer";"PeterSchmeichelSoccer";"781680";"P\PeterSchmeichelSoccer\PeterSchmeichelSoccer.Slave";"0";"P\PeterSchmeichelSoccer";"524288";"PeterSchmeichelSoccer";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Phantom Fighter ? 1988 Emerald Software.";"1988 Emerald Software Ltd";"whdload";"0";"Phantom Fighter";"PhantomFighter";"942044";"P\PhantomFighter\PhantomFighter.Slave";"0";"P\PhantomFighter";"524288";"PhantomFighter";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Phobia (c) 1989 Mirrorsoft/Imageworks - 1 disk.";"1989 Mirrosoft/Imageworks";"whdload";"0";"Phobia";"Phobia";"578339";"P\Phobia\Phobia.Slave";"0";"P\Phobia";"524288";"Phobia";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"Photon Storm ? 1990 ARC.";"1990 ARC";"whdload";"0";"Photon Storm";"PhotonStorm";"912812";"P\PhotonStorm\PhotonStorm.slave";"0";"P\PhotonStorm";"524288";"PhotonStorm";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Pick'n'Pile ? 1990 Ubi Soft";"1990 Ubi Soft";"whdload";"0";"Pick";"PickNPile";"392546";"P\PickNPile\PickNPile.Slave";"4096";"P\PickNPile";"524288";"PickNPile";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Pink Panther ? 1988 reLINE";"1988 reLINE ";"whdload";"0";"Pink Panther";"PinkPanther";"536920";"P\PinkPanther\PinkPanther.slave";"0";"P\PinkPanther";"524288";"PinkPanther";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pipe Dream (c) 1989 Lucasfilm.";"1989 Lucasfilm";"whdload";"0";"Pipe Dream";"PipeDream";"433609";"P\PipeDream\PipeDream.Slave";"0";"P\PipeDream";"524288";"PipeDream";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pipeline (c) 1989 Softworx - 1 disk.";"1989 Softworx";"whdload";"0";"Pipeline";"PipelineNomad";"169722";"P\PipelineNomad\PipelineNomad.Slave";"4096";"P\PipelineNomad";"524288";"PipelineNomad";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pipeline (c) 1989 Softworx - 1 disk.";"1989 Softworx";"whdload";"0";"Pipeline";"PipelineOracle";"300695";"P\PipelineOracle\PipelineOracle.Slave";"4096";"P\PipelineOracle";"524288";"PipelineOracle";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Pipe Mania (c) 1989 Empire/The Assembly Line.";"1989 Empire";"whdload";"0";"Pipe Mania";"PipeMania";"248900";"P\PipeMania\PipeMania.Slave";"0";"P\PipeMania";"524288";"PipeMania";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pitfighter by Domark/Teque (c) 1991 - 2 disks.";"";"whdload";"0";"";"PitFighter";"1817039";"P\PitFighter\PitFighter.slave";"";"P\PitFighter";"524288";"PitFighter";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"The Plague (c) 1990 Innerprise Software";"";"whdload";"0";"";"Plague";"1978702";"P\Plague\Plague.slave";"";"P\Plague";"524288";"Plague";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Platoon (c) 1988 Ocean - 1 disk.";"1988 Ocean";"whdload";"0";"Platoon";"Platoon";"918055";"P\Platoon\Platoon.Slave";"4096";"P\Platoon";"524288";"Platoon";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Player Manager ? 1990 Anco.";"1990 Anco";"whdload";"0";"Player Manager";"PlayerManager";"2334225";"P\PlayerManager\PlayerManager.slave";"0";"P\PlayerManager";"524288";"PlayerManager";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero";"Plotting by Ocean (c) 1990 - 1 disk.";"1990 Ocean";"whdload";"0";"Plotting";"Plotting";"432787";"P\Plotting\Plotting.slave";"0";"P\Plotting";"524288";"Plotting";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pod (c) 1991 Shaun Southern - 1 disk.";"1992 Shaun Southern";"whdload";"0";"Pod";"Pod";"242031";"P\Pod\Pod.Slave";"0";"P\Pod";"524288";"Pod";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Postman Pat (c) 1989 Alternative - 1 disk.";"1989 Alternative";"whdload";"0";"Postman Pat";"PostmanPat";"392543";"P\PostmanPat\PostmanPat.Slave";"0";"P\PostmanPat";"524288";"PostmanPat";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Power by Demonware (c) 1991 - 1 disk.";"1991 Demonware";"whdload";"0";"The Power";"Power";"818226";"P\Power\Power.Slave";"0";"P\Power";"524288";"Power";"OCS/ECS";"";"";"";"";""
"Disk, NoError, NoDivZero";"Powermonger ? 1990 Bullfrog.";"1990 Bullfrog Productions";"whdload";"321536";"Powermonger";"Powermonger";"913546";"P\Powermonger\Powermonger.Slave";"0";"P\Powermonger";"524288";"Powermonger";"OCS/ECS";"";"";"";"";""
"Disk, NoError, NoDivZero";"Powermonger World War 1 ? 1991 Bullfrog.";"";"whdload";"0";"";"PowermongerWW1Edition";"564309";"P\PowermongerWW1Edition\PowermongerWW1Edition.slave";"";"P\PowermongerWW1Edition";"524288";"PowermongerWW1Edition";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"Powerstyx";"806268";"P\Powerstyx\Powerstyx.slave";"";"P\Powerstyx";"524288";"Powerstyx";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"PP Hammer (c) 1991 Demonware, both original and";"1991 Demonware";"whdload";"0";"P.P. Hammer";"PPHammer";"783583";"P\PPHammer\PPHammer.slave";"0";"P\PPHammer";"524288";"PPHammer";"OCS/ECS";"";"";"";"";""
"ClearMem";"";"1989 Activision";"whdload";"0";"Predator";"Predator";"1817699";"P\Predator\Predator.Slave";"0";"P\Predator";"524288";"Predator";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"";"1988 Mirrorsoft";"whdload";"0";"Predator 2";"Predator2";"1607790";"P\Predator2\Predator2.Slave";"0";"P\Predator2";"524288";"Predator2";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Prehistoric Tale ? 1990 Thalion";"1990 Thalion";"whdload";"0";"A Prehistoric Tale";"PrehistoricTale";"697709";"P\PrehistoricTale\PrehistoricTale.slave";"0";"P\PrehistoricTale";"524288";"PrehistoricTale";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Prince ? 1989 Arc.";"1989 Arc";"whdload";"0";"Prince";"Prince";"775841";"P\Prince\Prince.Slave";"0";"P\Prince";"524288";"Prince";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd, ClearMem";"Prison ? 1989 Krisalis/Actionware.";"1989 Krisalis/Actionware";"whdload";"0";"Prison";"Prison";"931237";"P\Prison\Prison.Slave";"0";"P\Prison";"524288";"Prison";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pro Boxing Simulator by Code Masters/Optimus (c) 1991 - 1 disk.";"1991 Code Masters";"whdload";"0";"Pro Boxing Simulator";"ProBoxingSimulator";"806245";"P\ProBoxingSimulator\ProBoxingSimulator.Slave";"0";"P\ProBoxingSimulator";"524288";"ProBoxingSimulator";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Project-X Bonuslevel ? 1992 Team 17.";"1992 Team 17";"whdload";"0";"Project-X Bonus";"ProjectXBonusLevel";"240839";"P\ProjectXBonusLevel\ProjectXBonusLevel.Slave";"0";"P\ProjectXBonusLevel";"524288";"ProjectXBonusLevel";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Projectyle (c) 1990 Eldritch the Cat/Electronic Arts.";"";"whdload";"1024";"";"Projectyle";"576626";"P\Projectyle\Projectyle.slave";"";"P\Projectyle";"524288";"Projectyle";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Prophecy: The Viking Child by Imagitec Design (c) 1990 - 3 disks.";"1990 Imagitec Design";"whdload";"0";"Prophecy: The Viking Child";"Prophecy1VikingChild";"2187695";"P\Prophecy1VikingChild\Prophecy1VikingChild.slave";"0";"P\Prophecy1VikingChild";"524288";"Prophecy1VikingChild";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pro PowerBoat Simulator (c) 1990 Codemasters - 1";"1990 Codemasters";"whdload";"0";"Pro PowerBoat Simulator";"ProPowerBoatSimulator";"716266";"P\ProPowerBoatSimulator\ProPowerBoatSimulator.Slave";"4096";"P\ProPowerBoatSimulator";"524288";"ProPowerBoatSimulator";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Pro Tennis Simulator by Codemasters (c) 1990 - 1 disk.";"1990 Code Masters";"whdload";"0";"Pro Tennis Simulator";"ProTennisSimulatorImage";"433957";"P\ProTennisSimulatorImage\ProTennisSimulatorImage.Slave";"4096";"P\ProTennisSimulatorImage";"524288";"ProTennisSimulator";"OCS/ECS";"";"";"";"Image";""
"Disk, NoError";"Great Courts / Pro Tennis Tour ? 1989 Blue Byte/Ubi Soft";"1993 Ubi Soft";"whdload";"0";"Great Courts / Pro Tennis Tour";"ProTennisTour";"933302";"P\ProTennisTour\ProTennisTour.slave";"0";"P\ProTennisTour";"524288";"ProTennisTour";"OCS/ECS";"";"";"";"";""
"NoError, NoKbd, ClearMem";"Psyborg ? 1992 Loriciel";"1992 Loriciel";"whdload";"0";"Psyborg";"Psyborg";"1274353";"P\Psyborg\Psyborg.Slave";"4096";"P\Psyborg";"524288";"Psyborg";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Pub Trivia Simulator by Codemasters (c) 1989 - 1 disk.";"1989 Codemasters";"whdload";"0";"Pub Trivia Simulator";"PubTriviaSimulator";"537533";"P\PubTriviaSimulator\PubTriviaSimulator.Slave";"0";"P\PubTriviaSimulator";"524288";"PubTriviaSimulator";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Puffy's Saga (c) 1989 Ubisoft - 1 disk.";"1989 Ubisoft";"whdload";"0";"Puffy";"PuffysSaga";"935706";"P\PuffysSaga\PuffysSaga.Slave";"0";"P\PuffysSaga";"524288";"PuffysSaga";"OCS/ECS";"";"";"";"";""
"NoError";"Puzznic (c) 1990 Ocean - 1 disk.";"1990 Ocean";"whdload";"0";"Puzznic";"Puzznic";"354318";"P\Puzznic\Puzznic.Slave";"0";"P\Puzznic";"524288";"Puzznic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Pyramax ? 1990 Arc";"1990 Arc";"whdload";"0";"Pyramax";"Pyramax";"647991";"P\Pyramax\Pyramax.Slave";"4096";"P\Pyramax";"524288";"Pyramax";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Qix by Taito (c) 1989 - 1 disk.";"1989 Taito";"whdload";"0";"Qix";"Qix";"909881";"Q\Qix\Qix.Slave";"0";"Q\Qix";"524288";"Qix";"OCS/ECS";"";"";"";"";""
"NoError";"Quadralien by Logotron/Astral (c) 1988 - 1 disk.";"1988 Logotron";"whdload";"0";"Quadralien";"Quadralien";"388917";"Q\Quadralien\Quadralien.slave";"0";"Q\Quadralien";"524288";"Quadralien";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Quadrel by Loriciel (c) 1990 - 1 disk.";"1990 Loriciel";"whdload";"0";"Quadrel";"Quadrel";"908555";"Q\Quadrel\Quadrel.Slave";"0";"Q\Quadrel";"524288";"Quadrel";"OCS/ECS";"";"";"";"";""
"NoError";"Quartz (c) 1988 Firebird - 1 disk.";"1988 Firebird";"whdload";"0";"Quartz";"Quartz";"513125";"Q\Quartz\Quartz.slave";"0";"Q\Quartz";"524288";"Quartz";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"A Question Of Sport (c) 1988 Elite - 1 disk.";"1988 Elite";"whdload";"0";"A Question Of Sport";"QuestionOfSport";"417693";"Q\QuestionOfSport\QuestionOfSport.Slave";"4096";"Q\QuestionOfSport";"524288";"QuestionOfSport";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Quest of Agravain (c) 1992 Codemasters - 1 disk.";"1992 Codemasters";"whdload";"0";"Quest of Agravain";"QuestOfAgravain";"710140";"Q\QuestOfAgravain\QuestOfAgravain.Slave";"0";"Q\QuestOfAgravain";"524288";"QuestOfAgravain";"OCS/ECS";"";"";"";"";""
"EmulTrap, NoDivZero, ClearMem";"";"1991 Tengen / Domark / Atari";"whdload";"0";"Race Drivin";"RaceDrivin";"1818529";"R\RaceDrivin\RaceDrivin.slave";"0";"R\RaceDrivin";"524288";"RaceDrivin";"OCS/ECS";"";"";"";"";""
"NoError";"Rackney's Island ? 1994 Megatronix.";"1994 Megatronix/Dynamic ";"whdload";"0";"Rackney";"RackneysIsland";"914517";"R\RackneysIsland\RackneysIsland.Slave";"0";"R\RackneysIsland";"524288";"RackneysIsland";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, EmulTrapV";"Rainbow Islands ? 1990 Ocean, 1 disk";"1990 Ocean";"whdload";"0";"Rainbow Islands";"RainbowIslands";"954357";"R\RainbowIslands\RainbowIslands.slave";"0";"R\RainbowIslands";"524288";"RainbowIslands";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1989 Micro Style";"whdload";"0";"Rainbow Warrior";"RainbowWarrior";"1579624";"R\RainbowWarrior\RainbowWarrior.Slave";"0";"R\RainbowWarrior";"524288";"RainbowWarrior";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero";"Rally Cross Challenge (c) 1989 Ultra Graphix/Anco -";"1989 Ultra Graphix/Anco";"whdload";"0";"Rally Cross Challenge";"RallyCrossChallenge";"621641";"R\RallyCrossChallenge\RallyCrossChallenge.Slave";"0";"R\RallyCrossChallenge";"524288";"RallyCrossChallenge";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Rambo III (c) 1989 Ocean (1 disk version).";"1989 Ocean";"whdload";"0";"Rambo 3";"Rambo3";"780132";"R\Rambo3\Rambo3.slave";"0";"R\Rambo3";"524288";"Rambo3";"OCS/ECS";"";"";"";"";""
"EmulTrap, NoDivZero, NoKbd, ClearMem";"";"1989 Activision";"whdload";"0";"Rampage";"Rampage";"931963";"R\Rampage\Rampage.slave";"0";"R\Rampage";"524288";"Rampage";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Rat Trap (c) 1991 Audiogenic.";"1991 Audiogenic";"whdload";"0";"Rat Trap";"RatTrap";"1514012";"R\RatTrap\RatTrap.Slave";"0";"R\RatTrap";"524288";"RatTrap";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"RBI 2 Baseball (c) 1991 Domark - 1 disk.";"1991 Domark";"whdload";"0";"RBI 2 Baseball";"RBI2Baseball";"945450";"R\RBI2Baseball\RBI2Baseball.Slave";"0";"R\RBI2Baseball";"524288";"RBI2Baseball";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"The Real Ghostbusters (c) 1988 Activision - 1 disk.";"1988 Activision";"whdload";"0";"The Real Ghostbusters";"RealGhostbusters";"719184";"R\RealGhostbusters\RealGhostbusters.Slave";"4096";"R\RealGhostbusters";"524288";"RealGhostbusters";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, EmulTrapV";"Realms (c) 1991 Graftgold.";"";"whdload";"1024";"";"Realms";"1409931";"R\Realms\Realms.Slave";"0";"R\Realms";"524288";"Realms";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"The Real Popeye by Bignonia (c) 1993 - 1 disk.";"1993 Bignonia";"whdload";"0";"The Real Popeye";"RealPopeye";"506000";"R\RealPopeye\RealPopeye.Slave";"4096";"R\RealPopeye";"524288";"RealPopeye";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Rebellion ? 1992 Fun Factory.";"1992 Fun Factory";"whdload";"0";"Rebellion";"Rebellion";"844935";"R\Rebellion\Rebellion.slave";"0";"R\Rebellion";"524288";"Rebellion";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Red Heat ? 1989 Ocean.";"1989 Ocean";"whdload";"0";"Red Heat";"RedHeat";"1083413";"R\RedHeat\RedHeat.slave";"0";"R\RedHeat";"524288";"RedHeat";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Reflexity ? 1992 Hitec Studio Designs.";"";"whdload";"0";"";"Reflexity";"910270";"R\Reflexity\Reflexity.Slave";"0";"R\Reflexity";"524288";"Reflexity";"OCS/ECS";"";"";"";"";""
"NoError";"Renegade by Taito (c) 1989 - 1 disk.";"";"whdload";"0";"";"Renegade";"930918";"R\Renegade\Renegade.slave";"0";"R\Renegade";"524288";"Renegade";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Renegades ? 1991 Infernal Byte Systems.";"1991 Infernal Byte Systems";"whdload";"0";"-= Renegades Editor =-";"Renegades";"384653";"R\Renegades\RenegadesEditor.Slave";"0";"R\Renegades";"524288";"Renegades";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Renegades ? 1991 Infernal Byte Systems.";"1991 Infernal Byte Systems";"whdload";"0";"-= Renegades =-";"Renegades";"384653";"R\Renegades\Renegades.Slave";"0";"R\Renegades";"524288";"Renegades";"OCS/ECS";"";"";"";"";""
