"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"MusicDisk2Darkness\MusicDisk2Darkness.Slave";"NoError, ClearMem";"Music Disk 2 ? 1992 Darkness.";"Music Disk 2";"1992 Darkness";"0";"M\MusicDisk2_v1.0_Darkness.lha";"MusicDisk2Darkness";"MusicDisk2Darkness";"0";"whdload";"524288";"917536";"MusicDisk2Darkness";"OCS/ECS";"";"";"";"";"";"music disk 2 darkness";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Darkness";;"Musicdisk";"";;"7/92";"Musicdisk 2";;;"musicdisk 2 musicdisk2 darkness musicdisk2darkness"
"MusicDisk2Elite\MusicDisk2Elite.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1990 Elite.";"Music Disk 2";"1990 Elite";"0";"M\MusicDisk2_v1.0_Elite.lha";"MusicDisk2Elite";"MusicDisk2Elite";"0";"whdload";"524288";"919816";"MusicDisk2Elite";"OCS/ECS";"";"";"";"";"";"music madness 2 musicdisk ipec elite";"Best";"3.433025";"Pouet";"";"";"Ipec Elite";"m\music-madness-2-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049793.png";"n/a";"Music Madness 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49793";"music madness 2 musicmadness2 ipec elite musicmadness2ipecelite"
"MusicDisk2IKS\MusicDisk2IKS.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1989 IKS.";"Music Disk 2";"1989 IKS";"0";"M\MusicDisk2_v1.0_IKS.lha";"MusicDisk2IKS";"MusicDisk2IKS";"0";"whdload";"524288";"920698";"MusicDisk2IKS";"OCS/ECS";"";"";"";"";"";"music disk 2 iks";"Exact";"100";"Pouet";"";"";"IKS";"m\musicdisk-2-iks";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064568.png";"1989";"MusicDisk #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64568";"music disk #2 musicdisk#2 iks musicdisk2iks"
"MusicDisk2Vega\MusicDisk2Vega.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 Vega.";"Music Disk 2";"1991 Vega";"0";"M\MusicDisk2_v1.0_Vega.lha";"MusicDisk2Vega";"MusicDisk2Vega";"0";"whdload";"524288";"428798";"MusicDisk2Vega";"OCS/ECS";"";"";"";"";"";"music disk 2 vega";"Exact";"100";"Pouet";"";"";"Vega";"m\musicdisk-2-vega";"musicdisk";"";"http://content.pouet.net/files/screenshots/00008/00008496.gif";"september 1991";"Musicdisk 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8496";"musicdisk 2 musicdisk2 vega musicdisk2vega"
"MusicDisk3DMob\MusicDisk3DMob.Slave";"NoError";"MusicDisk 3 ? 1989 D-Mob.";"MusicDisk 3";"1989 D-Mob";"0";"M\MusicDisk3_v1.0_DMob.lha";"MusicDisk3DMob";"MusicDisk3DMob";"0";"whdload";"524288";"924503";"MusicDisk3DMob";"OCS/ECS";"";"";"";"";"";"mega musicdisk iii d mob";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"D-Mob";;"Musicdisk";"Spectre and Northstar Halloween Party 89";;"";"Mega Musicdisk III";;;"mega musicdisk 3 megamusicdisk3 d mob megamusicdiskiiidmob"
"MusicDisk4DMob\MusicDisk4DMob.Slave";"NoError";"MusicDisk 4 ? 1990 D-Mob.";"MusicDisk 4";"1990 D-Mob";"0";"M\MusicDisk4_v1.0_DMob.lha";"MusicDisk4DMob";"MusicDisk4DMob";"0";"whdload";"524288";"1815419";"MusicDisk4DMob";"OCS/ECS";"";"";"";"";"";"musicdisk iv d mob";"Exact";"100";"Pouet";"";"";"D-Mob";"m\musicdisk-iv-d-mob";"musicdisk";"";"http://content.pouet.net/files/screenshots/00051/00051731.png";"1991";"Musicdisk IV";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51731";"musicdisk 4 musicdisk4 d mob musicdiskivdmob"
"MusicDisk4Vega\MusicDisk4Vega.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 4 ? 1992 Vega.";"Music Disk 4";"1992 Vega";"0";"M\MusicDisk4_v1.0_Vega.lha";"MusicDisk4Vega";"MusicDisk4Vega";"0";"whdload";"524288";"919011";"MusicDisk4Vega";"OCS/ECS";"";"";"";"";"";"music disk 4 vega";"Exact";"100";"Pouet";"";"";"Vega";"m\musicdisk-4-vega";"musicdisk";"";"http://content.pouet.net/files/screenshots/00008/00008505.gif";"june 1992";"Musicdisk 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8505";"musicdisk 4 musicdisk4 vega musicdisk4vega"
"MusicDisk6RamJam\MusicDisk6RamJam.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 6 ? 1992 Ram Jam.";"Megademo";"1992 Ram Jam";"0";"M\MusicDisk6_v1.0_RamJam.lha";"MusicDisk6RamJam";"MusicDisk6RamJam";"0";"whdload";"524288";"745841";"MusicDisk6RamJam";"OCS/ECS";"";"";"";"";"";"music disk 6 ram jam megademo";"Best";"3.243752";"Pouet";"";"";"Ram Jam";"m\music-disk-6-ram-jam";"musicdisk";"";"http://content.pouet.net/files/screenshots/00061/00061934.png";"1992";"Music Disk 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61934";"music disk 6 musicdisk6 ram jam musicdisk6ramjam"
"MusicDiskActionForce\MusicDiskActionForce.slave";"NoError, EmulTrap, EmulPriv, Examine";"Music Disk 1989 Action Force.";"Music Disk";"1989 Action Force";"786432";"M\MusicDisk_v1.01_ActionForce.lha";"MusicDiskActionForce";"MusicDiskActionForce";"0";"whdload";"524288";"1084622";"MusicDiskActionForce";"OCS/ECS";"";"";"";"";"";"music disk action force";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Action Force";;"Musicdisk";"";;"5/89";"Musicdisk";;;"musicdisk musicdisk action force musicdiskactionforce"
"MusicDiskArmada&It\MusicDiskArmada&It.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Armada & It.";"Music Disk";"1989 Armada & It";"0";"M\MusicDisk_v1.0_Armada&It.lha";"MusicDiskArmada&It";"MusicDiskArmada&It";"0";"whdload";"524288";"510678";"MusicDiskArmada";"OCS/ECS";"It";"";"";"";"";"walkman othon musicdisk armada it";"Exact";"100";"Pouet";"";"";"Armada,IT";"w\walkman-othon-musicdisk-armada-it";"musicdisk";"";"http://content.pouet.net/files/screenshots/00011/00011203.png";"n/a";"Walkman & Othon Musicdisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11203";"walkman othon musicdisk walkmanothonmusicdisk armada it walkmanothonmusicdiskarmadait"
"MusicDiskAspect&Orix\MusicDiskAspect&Orix.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1991 Aspect & Orix.";"Music Disk";"1991 Aspect & Orix";"0";"M\MusicDisk_v1.0_Aspect&Orix.lha";"MusicDiskAspect&Orix";"MusicDiskAspect&Orix";"0";"whdload";"524288";"745074";"MusicDiskAspect&Orix";"OCS/ECS";"";"";"";"";"";"music disk aspect orix";"Best";"1.670882";"Pouet";"";"";"Orix,aspect";"m\musicdisk-orix-aspect";"musicdisk";"";"http://content.pouet.net/files/screenshots/00052/00052168.png";"n/a";"Musicdisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=52168";"musicdisk musicdisk orix aspect musicdiskorixaspect"
"MusicDiskCryptic\MusicDiskCryptic.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 Cryptic.";"Music Disk";"1990 Cryptic";"0";"M\MusicDisk_v1.0_Cryptic.lha";"MusicDiskCryptic";"MusicDiskCryptic";"0";"whdload";"524288";"920147";"MusicDiskCryptic";"OCS/ECS";"";"";"";"";"";"music disk cryptic";"Exact";"100";"Pouet";"";"";"Cryptic";"m\musicdisk-cryptic";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064522.png";"1990";"MusicDisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64522";"music disk musicdisk cryptic musicdiskcryptic"
"MusicDiskDexion\MusicDiskDexion.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Dexion.";"Music Disk";"Dexion";"0";"M\MusicDisk_v1.0_Dexion.lha";"MusicDiskDexion";"MusicDiskDexion";"0";"whdload";"524288";"919716";"MusicDiskDexion";"OCS/ECS";"";"";"";"";"";"music disk dexion";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Dexion";;"Musicdisk";"Bamiga  Copy Party 89";;"";"Music Disk";;;"music disk musicdisk dexion musicdiskdexion"
"MusicDiskDreamscape\MusicDiskDreamscape.Slave";"NoError, ClearMem";"Music Disk ? 1992 Dreamscape.";"Music Disk";"1992 Dreamscape";"0";"M\MusicDisk_v1.0_Dreamscape.lha";"MusicDiskDreamscape";"MusicDiskDreamscape";"0";"whdload";"524288";"362166";"MusicDiskDreamscape";"OCS/ECS";"";"";"";"";"";"music disk dreamscape";"Exact";"100";"Pouet";"";"";"Dreamscape";"m\music-disk-dreamscape";"musicdisk";"";"http://content.pouet.net/files/screenshots/00067/00067492.png";"1992";"Music Disk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67492";"music disk musicdisk dreamscape musicdiskdreamscape"
"MusicDiskEscape\MusicDiskEscape.Slave";"NoError, ClearMem";"Music Disk ? 1989 Escape.";"Music Disk";"1989 Escape";"0";"M\MusicDisk_v1.0_Escape.lha";"MusicDiskEscape";"MusicDiskEscape";"0";"whdload";"524288";"344983";"MusicDiskEscape";"OCS/ECS";"";"";"";"";"";"music disk escape";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Escape";;"Musicdisk";"";;"";"Musicdisk";;;"musicdisk musicdisk escape musicdiskescape"
"MusicDiskInzzest\MusicDiskInzzest.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1991 Inzzest.";"Music Disk";"1991 Inzzest";"0";"M\MusicDisk_v1.0_Inzzest.lha";"MusicDiskInzzest";"MusicDiskInzzest";"0";"whdload";"524288";"925066";"MusicDiskInzzest";"OCS/ECS";"";"";"";"";"";"music disk inzzest";"Exact";"100";"Pouet";"";"";"Inzzest";"m\musicdisk-inzzest";"musicdisk";"";"http://content.pouet.net/files/screenshots/00054/00054260.png";"n/a";"Musicdisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=54260";"musicdisk musicdisk inzzest musicdiskinzzest"
"MusicDiskIpecElite\MusicDiskIpecElite.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Ipec Elite.";"Music Disk";"1989 Ipec Elite";"0";"M\MusicDisk_v1.0_IpecElite.lha";"MusicDiskIpecElite";"MusicDiskIpecElite";"0";"whdload";"524288";"767891";"MusicDiskIpecElite";"OCS/ECS";"";"";"";"";"";"music disk ipec elite";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Ipec Elite";;"Musicdisk";"Equinoxe and Horizon Party";;"5/89";"Music Disk";;;"music disk musicdisk ipec elite musicdiskipecelite"
"MusicDiskTardex\MusicDiskTardex.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Tardex.";"Music Disk";"1989 Tardex";"0";"M\MusicDisk_v1.0_Tardex.lha";"MusicDiskTardex";"MusicDiskTardex";"0";"whdload";"524288";"921270";"MusicDiskTardex";"OCS/ECS";"";"";"";"";"";"music disk tardex";"Exact";"100";"Pouet";"";"";"Tardex";"m\musicdisk-tardex";"musicdisk";"";"http://content.pouet.net/files/screenshots/00020/00020143.png";"n/a";"MusicDisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=20143";"music disk musicdisk tardex musicdisktardex"
"MusicDiskThrust\MusicDiskThrust.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1988 Thrust.";"Music Disk";"1988 Thrust";"0";"M\MusicDisk_v1.0_Thrust.lha";"MusicDiskThrust";"MusicDiskThrust";"0";"whdload";"524288";"925306";"MusicDiskThrust";"OCS/ECS";"";"";"";"";"";"music disk thrust";"Best";"2.62881";"Pouet";"";"";"thrust";"m\music-pack-1-thrust";"musicdisk";"";"http://content.pouet.net/files/screenshots/00018/00018968.jpg";"october 1988";"Music pack 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18968";"music pack 1 musicpack1 thrust musicpack1thrust"
"MusicDream1\MusicDream1.Slave";"NoError, EmulTrap, ClearMem";"Music Dream ? 1991 Phenomena";"Music Dream";"1991 Phenomena";"905216";"M\MusicDream1_v1.0_Phenomena.lha";"MusicDream1";"MusicDream1";"0";"whdload";"524288";"908770";"MusicDream1";"OCS/ECS";"";"";"";"";"";"music dream 1 phenomena";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Phenomena";;"Musicdisk";"";;"91";"Music Dream 1";;;"music dream 1 musicdream1 phenomena musicdream1phenomena"
"MusicDream2\MusicDream2.Slave";"NoError, EmulTrap, ClearMem";"Music Dream 2 ? 1991 Phenomena";"Music Dream 2";"1991 Phenomena";"905216";"M\MusicDream2_v1.0_Phenomena.lha";"MusicDream2";"MusicDream2";"0";"whdload";"524288";"908931";"MusicDream2";"OCS/ECS";"";"";"";"";"";"music dream 2 phenomena";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Phenomena";;"Musicdisk";"";;"";"Music Dream 2";;;"music dream 2 musicdream2 phenomena musicdream2phenomena"
"MusicForFools\MusicForFools.Slave";"NoError, EmulTrap, ClearMem";"Music for Fools ? 1992 Ghost.";"Music for Fools";"1992 Ghost";"0";"M\MusicForFools_v1.0_Ghost.lha";"MusicForFools";"MusicForFools";"0";"whdload";"524288";"1361489";"MusicForFools";"OCS/ECS";"";"";"";"";"";"music for fools ghost";"Exact";"100";"Pouet";"";"";"Ghost";"m\music-for-fools-ghost";"musicdisk";"";"http://content.pouet.net/files/screenshots/00018/00018084.png";"n/a";"Music for fools";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18084";"music for fools musicforfools ghost musicforfoolsghost"
"Musicland\Musicland.slave";"NoError, EmulTrap, ClearMem";"Musicland ? 1993 Brainstorm.";"Musicland";"1993 Brainstorm";"524288";"M\Musicland_v1.01_Brainstorm.lha";"Musicland";"Musicland";"0";"whdload";"524288";"925464";"Musicland";"OCS/ECS";"";"";"";"";"";"musicland brainstorm";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Brainstorm";;"Musicdisk";"";;"1/93";"Musicland";;;"musicland musicland brainstorm musiclandbrainstorm"
"Musicland2\Musicland2.slave";"NoError, EmulTrap, ClearMem";"Musicland 2 ? 1993 Brainstorm.";"Musicland 2";"1993 Brainstorm";"524288";"M\Musicland2_v1.02_Brainstorm.lha";"Musicland2";"Musicland2";"0";"whdload";"524288";"925709";"Musicland2";"OCS/ECS";"";"";"";"";"";"musicland 2 brainstorm";"Exact";"100";"Pouet";"";"";"Brainstorm";"m\musicland-2-brainstorm";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009140.gif";"may 1993";"Musicland 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9140";"musicland 2 musicland2 brainstorm musicland2brainstorm"
"MusicMadness\MusicMadness.Slave";"NoError, EmulTrap, ClearMem";"Music Madness ? 1989 Ipec Elite.";"Music Madness";"1989 Ipec Elite";"0";"M\MusicMadness_v1.0_IpecElite.lha";"MusicMadness";"MusicMadness";"0";"whdload";"524288";"920925";"MusicMadness";"OCS/ECS";"";"";"";"";"";"music madness ipec elite";"Exact";"100";"Pouet";"";"";"Ipec Elite";"m\music-madness-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049787.png";"n/a";"Music Madness";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49787";"music madness musicmadness ipec elite musicmadnessipecelite"
"MusicMadness2\MusicMadness2.Slave";"NoError, EmulTrap, ClearMem";"Music Madness 2 ? 1990 Ipec Elite.";"Music Madness 2";"1990 Ipec Elite";"0";"M\MusicMadness2_v1.0_IpecElite.lha";"MusicMadness2";"MusicMadness2";"0";"whdload";"524288";"921513";"MusicMadness2";"OCS/ECS";"";"";"";"";"";"music madness 2 ipec elite";"Exact";"100";"Pouet";"";"";"Ipec Elite";"m\music-madness-2-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049793.png";"n/a";"Music Madness 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49793";"music madness 2 musicmadness2 ipec elite musicmadness2ipecelite"
"MusicMegaDemo2\MusicMegaDemo2.Slave";"NoError, EmulTrap, ClearMem";"Music Megademo 2 ? 1993 Ghostbusters.";"Music Megademo 2";"1993 Ghostbusters";"0";"M\MusicMegaDemo2_v1.0_Ghostbusters.lha";"MusicMegaDemo2";"MusicMegaDemo2";"0";"whdload";"524288";"526696";"MusicMega";"OCS/ECS";"";"";"Demo2";"";"";"music megademo 2 ghostbusters";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Ghostbusters";;"Musicdisk";"";;"";"Music Megademo 2";;;"music megademo 2 musicmegademo2 ghostbusters musicmegademo2ghostbusters"
"MusicParty1990\MusicParty1990.slave";"NoError, EmulTrap";"Music Party 1990 ? 1990 Cryptoburners.";"Music Party 1990";"1990 Cryptoburners";"0";"M\MusicParty1990_v1.01_Cryptoburners.lha";"MusicParty1990";"MusicParty1990";"0";"whdload";"524288";"923452";"MusicParty1990";"OCS/ECS";"";"";"";"";"";"music party 1990 cryptoburners";"Exact";"100";"Pouet";"";"";"Cryptoburners";"m\music-party-1990-cryptoburners";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009162.png";"january 1990";"Music party 1990";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9162";"music party 1990 musicparty1990 cryptoburners musicparty1990cryptoburners"
"MusicRip2\MusicRip2.Slave";"NoError, ClearMem";"Music Rip 2 ? 1989 Silicon League";"Music Rip #2";"1989 Silicon League";"4096";"M\MusicRip2_v1.0_SiliconLeague.lha";"MusicRip2";"MusicRip2";"0";"whdload";"524288";"917813";"MusicRip2";"OCS/ECS";"";"";"";"";"";"music rip 2 silicon league";"Exact";"100";"Pouet";"";"";"Silicon League";"m\music-rip-2-silicon-league";"musicdisk";"";"http://content.pouet.net/files/screenshots/00012/00012616.gif";"january 1989";"Music Rip #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12616";"music rip #2 musicrip#2 silicon league musicrip2siliconleague"
"MusicRip3\MusicRip3.Slave";"NoError, ClearMem";"Music Rip 3 ? 1989 Spreadpoint";"Music Rip #3";"1989 Spreadpoint";"4096";"M\MusicRip3_v1.0_Spreadpoint.lha";"MusicRip3";"MusicRip3";"0";"whdload";"524288";"917486";"MusicRip3";"OCS/ECS";"";"";"";"";"";"music rip 3 spreadpoint";"Exact";"100";"Pouet";"";"";"Spreadpoint";"m\music-rip3-spreadpoint";"musicdisk";"";"http://content.pouet.net/files/screenshots/00019/00019079.png";"n/a";"Music Rip3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19079";"music rip 3 musicrip3 spreadpoint musicrip3spreadpoint"
"Musics3\Musics3.Slave";"NoError, EmulTrap, ClearMem";"Musics 3 ? 1990 Enemies.";"Musics 3";"1990 Enemies";"0";"M\Musics3_v1.0_Enemies.lha";"Musics3";"Musics3";"0";"whdload";"524288";"920335";"Musics3";"OCS/ECS";"";"";"";"";"";"musics 3 enemies";"Best";"4.080304";"Pouet";"";"";"The Enemies";"t\the-enemies-musics-iii-the-enemies";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031295.png";"1990";"The enemies musics III";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31295";"the enemies musics 3 theenemiesmusics3 the enemies theenemiesmusicsiiitheenemies"
"MusicSelector\MusicSelector.Slave";"NoError, EmulTrap, ClearMem";"Music Selector ? 1990 Deadlock.";"Music Selector";"1990 Deadlock";"0";"M\MusicSelector_v1.0_Deadlock.lha";"MusicSelector";"MusicSelector";"0";"whdload";"524288";"761442";"MusicSelector";"OCS/ECS";"";"";"";"";"";"music selector deadlock";"Exact";"100";"Demos Custom";;;"Deadlock";;"";"1990";;"ECS/OCS";"Music Selector";;;"music selector musicselector deadlock musicselectordeadlock"
"MusicWithAMessage\MusicWithAMessage.Slave";"NoError, EmulTrap, ClearMem";"Music With A Message ? 1990 Magnetic Fields.";"Music With A Message";"1990 Magnetic Fields";"0";"M\MusicWithAMessage_v1.0_MagneticFields.lha";"MusicWithAMessage";"MusicWithAMessage";"0";"whdload";"524288";"211678";"MusicWithAMessage";"OCS/ECS";"";"";"";"";"";"music with a message magnetic fields";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Magnetic Fields";;"Intro";"";;"5/91";"Music With a Message";;;"music with a message musicwithamessage magnetic fields musicwithamessagemagneticfields"
"MusiqueDisk\MusiqueDisk.Slave";"NoError, EmulTrap, ClearMem";"Sunwind ? 1991 Accession.";"Sunwind";"1991 Accession";"0";"M\MusiqueDisk_v1.0_Accession.lha";"MusiqueDisk";"MusiqueDisk";"0";"whdload";"524288";"919945";"MusiqueDisk";"OCS/ECS";"";"";"";"";"";"musique disk sunwind accession";"Best";"2.514194";"Pouet";"";"";"Accession";"t\the-musique-disk-accession";"musicdisk";"";"http://content.pouet.net/files/screenshots/00033/00033472.gif";"n/a";"The Musique Disk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33472";"the musique disk themusiquedisk accession themusiquediskaccession"
"MuzakCompacting1\MuzakCompacting1.Slave";"NoError, EmulTrap, ClearMem";"Muzak Compacting 1 ? 1989 Mindwarp.";"Muzak Compacting 1";"1989 Mindwarp";"0";"M\MuzakCompacting1_v1.0_Mindwarp.lha";"MuzakCompacting1";"MuzakCompacting1";"0";"whdload";"524288";"836567";"MuzakCompacting1";"OCS/ECS";"";"";"";"";"";"muzak compacting 1 mindwarp";"Best";"4.846715";"Pouet";"";"";"Alpha Flight 1970,Mindwarp";"m\muzak-compacting-1-alpha-flight-1970-mindwarp";"musicdisk";"";"http://content.pouet.net/files/screenshots/00019/00019116.jpg";"march 1989";"Muzak compacting 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19116";"muzak compacting 1 muzakcompacting1 alpha flight 1970 mindwarp muzakcompacting1alphaflight1970mindwarp"
"MuzaksDisk1\MuzaksDisk1.Slave";"NoError, EmulTrap, ClearMem";"Muzaks Disk 1 1990 Securitate.";"Muzaks Disk 1";"1990 Securitate";"0";"M\MuzaksDisk1_v1.0_Securitate.lha";"MuzaksDisk1";"MuzaksDisk1";"0";"whdload";"524288";"920715";"MuzaksDisk1";"OCS/ECS";"";"";"";"";"";"muzaks disk 1 securitate";"Exact";"100";"Pouet";"";"";"Securitate";"m\muzaks-disk-1-securitate";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064114.png";"april 1990";"Muzaks Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64114";"muzaks disk 1 muzaksdisk1 securitate muzaksdisk1securitate"
"Muzzax1\Muzzax1.slave";"NoError, EmulTrap, ClearMem";"Muzzax 1 ? 1989 Byterapers.";"Muzzax 1";"1989 Byterapers";"0";"M\Muzzax1_v1.01_Byterapers.lha";"Muzzax1";"Muzzax1";"0";"whdload";"524288";"921374";"Muzzax1";"OCS/ECS";"";"";"";"";"";"muzzax 1 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-1-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049501.gif";"march 1989";"Muzzax 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49501";"muzzax 1 muzzax1 byterapers muzzax1byterapers"
"Muzzax2\Muzzax2.slave";"NoError, EmulTrap, ClearMem";"Muzzax 2 ? 1989 Byterapers.";"Muzzax 2";"1989 Byterapers";"0";"M\Muzzax2_v1.01_Byterapers.lha";"Muzzax2";"Muzzax2";"0";"whdload";"524288";"921442";"Muzzax2";"OCS/ECS";"";"";"";"";"";"muzzax 2 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-2-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049502.gif";"april 1989";"Muzzax 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49502";"muzzax 2 muzzax2 byterapers muzzax2byterapers"
"Muzzax3\Muzzax3.Slave";"NoError, EmulTrap, ClearMem";"Muzzax 3 ? 1989 Byterapers.";"Muzzax 3";"1989 Byterapers";"0";"M\Muzzax3_v1.0_Byterapers.lha";"Muzzax3";"Muzzax3";"0";"whdload";"524288";"921743";"Muzzax3";"OCS/ECS";"";"";"";"";"";"muzzax 3 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-3-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049503.gif";"1989";"Muzzax 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49503";"muzzax 3 muzzax3 byterapers muzzax3byterapers"
