"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query"
"NoError, EmulPriv, Examine";"165443";"H\HitchhikersGuideTTG\HitchhikersGuideTTG.Slave";"Hitchhiker's Guide To The Galaxy ? 1986 Infocom.";"0";"HitchhikersGuideTTG";"Hitchhiker";"1986 Infocom";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HitchhikersGuideTTG";"OCS/ECS";"";"";"";"";"hitchhikers guide ttg hitchhiker english"
"NoError, EmulPriv, Examine";"782385";"H\HoleInOne\HoleInOne.Slave";"Hole In One ? 1988 Digitek";"0";"HoleInOne";"Hole In One";"1988 Digitek";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HoleInOne";"OCS/ECS";"";"";"";"";"hole in one english"
"NoError, EmulPriv, Examine";"2030386";"H\HoleInOne&DataDisks\HoleInOne&DataDisks.Slave";"Hole In One ? 1988 Digitek";"0";"HoleInOne&DataDisks";"Hole In One";"1988 Digitek";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HoleInOne&DataDisks";"OCS/ECS";"";"";"";"";"hole in one data disks english"
"NoError, ClearMem";"801495";"H\HollywoodPoker\HollywoodPoker.Slave";"Hollywood Poker ? 1987 reLINE";"0";"HollywoodPoker";"Hollywood Poker";"1987 reLINE";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HollywoodPoker";"OCS/ECS";"";"";"";"";"hollywood poker english"
"NoError, EmulTrap, NoKbd";"1615653";"H\HollywoodPokerPro\HollywoodPokerPro.Slave";"Hollywood Poker Pro ? 1991 Reline/Softgold";"0";"HollywoodPokerPro";"Hollywood Poker Pro";"1991 Reline";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HollywoodPokerPro";"OCS/ECS";"";"";"";"";"hollywood poker pro english"
"NoError, EmulTrap, NoKbd";"375594";"H\HongKongPhooey\HongKongPhooey.Slave";"Hong Kong Phooey (c) 1990 Hi-Tec - 1 disk.";"0";"HongKongPhooey";"Hong Kong Phooey";"1990 Hi-Tec";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HongKongPhooey";"OCS/ECS";"";"";"";"";"hong kong phooey english"
"Disk, NoError, EmulTrap";"3672327";"H\Hook\Hook.slave";"Hook ? 1992 Ocean Software Ltd.";"0";"Hook";"-> H O O K <-";"1991 Ocean Software Ltd.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hook";"OCS/ECS";"";"";"";"";"hook english"
"NoError, EmulTrap, ClearMem";"826995";"H\HorrorZombiesFromTheCrypt\HorrorZombiesFromTheCrypt.Slave";"Horror Zombies From The Crypt ? 1991 Millenium.";"0";"HorrorZombiesFromTheCrypt";"Horror Zombies From the Crypt";"1991 Millenium";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HorrorZombiesFromTheCrypt";"OCS/ECS";"";"";"";"";"horror zombies from the crypt english"
"NoError, NoDivZero, EmulPriv";"940317";"H\Hostages\Hostages.Slave";"Hostages/Operation Jupiter ? 1988 Infogrames.";"0";"Hostages";"Hostages/Operation Jupiter";"1988 Infogrames";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hostages";"OCS/ECS";"";"";"";"";"hostages operation jupiter english"
"Disk, NoError, EmulTrap, NoKbd, ClearMem";"2076703";"H\HostileBreed\HostileBreed.Slave";"Hostile Breed ? 1993 Palace/Titus.";"0";"HostileBreed";"Hostile Breed";"1993 Palace/Titus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HostileBreed";"OCS/ECS";"";"";"";"";"hostile breed english"
"NoError, EmulTrap";"533355";"H\HotRod\HotRod.Slave";"Hot Rod (c) 1990 Activision/SEGA";"0";"HotRod";"Hot Rod";"1990 Activision/SEGA";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HotRod";"OCS/ECS";"";"";"";"";"hot rod english"
"NoError, EmulPriv, Examine";"950704";"H\HotRubber\HotRubber.Slave";"Grand Prix 500 II ? 1991 Micro?ds/Titus/Palace.";"0";"HotRubber";"Grand Prix 500 II/Hot Rubber";"1991 Micro?ds/Palace/Titus.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HotRubber";"OCS/ECS";"";"";"";"";"hot rubber grand prix 500 2 english"
"NoError, EmulTrap";"575448";"H\Hotshot\Hotshot.Slave";"Hotshot (c) 1988 Prism Leisure Corporation - 1 disk.";"0";"Hotshot";"Hotshot";"1988 Prism Leisure Corporation ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hotshot";"OCS/ECS";"";"";"";"";"hotshot english"
"NoError, EmulPriv, ClearMem, Examine";"1580593";"H\HoundOfShadow\HoundOfShadow.Slave";"The Hound Of Shadow ?1989 Electronic Arts";"0";"HoundOfShadow";"The Hound Of Shadow";"1989 Electronic Arts";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HoundOfShadow";"OCS/ECS";"";"";"";"";"hound of shadow the english"
"NoError, EmulTrap, NoKbd";"722043";"H\HuckleberryHound\HuckleberryHound.Slave";"Huckleberry Hound (c) 1993 Alternative - 1 disk.";"0";"HuckleberryHound";"Huckleberry Hound";"1993 Quex Development Ltd";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HuckleberryHound";"OCS/ECS";"";"";"";"";"huckleberry hound english"
"NoError, ClearMem";"1098383";"H\HudsonHawk\HudsonHawk.Slave";"Hudson Hawk ? 1991 Ocean.";"0";"HudsonHawk";"Hudson Hawk";"1991 Ocean";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HudsonHawk";"OCS/ECS";"";"";"";"";"hudson hawk english"
"NoError, EmulTrap, EmulPriv, Examine";"3538512";"H\Hugo1Dk\Hugo1Dk.Slave";"Hugo - P? Nye Eventyr (5 disks) ? 1992 SliverRock.";"0";"Hugo1Dk";"Hugo - P? Nye Eventyr (5 Disks)";"1992 SilverRock";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hugo1";"OCS/ECS";"Dk";"";"";"";"hugo 1 nye eventyr 5 disks english"
"NoError, EmulTrap, EmulPriv, Examine";"4017716";"H\Hugo2Dk\Hugo2Dk.Slave";"Hugo - P? Nye Eventyr 2 (5/6 disks) ? 1992 SliverRock.";"0";"Hugo2Dk";"Hugo - P? Nye Eventyr 2 (5/6 Disks)";"1992 SilverRock";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hugo2";"OCS/ECS";"Dk";"";"";"";"hugo 2 nye eventyr 5 6 disks english"
"NoError, EmulTrap";"846617";"H\HumanKillingMachine\HumanKillingMachine.slave";"Human Killing Machine ? 1988 Go!.";"0";"HumanKillingMachine";"Human Killing Machine";"1988 Go!";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HumanKillingMachine";"OCS/ECS";"";"";"";"";"human killing machine english"
"NoError, EmulTrap";"2741241";"H\Humans\Humans.slave";"The Humans & Human Race - Jurassic Levels ? 1992 Imagitec Design.";"0";"Humans";"The Humans / Human Race : Jurassic Levels";"1992 Imagitec Design";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Humans";"OCS/ECS";"";"";"";"";"humans the"
"NoError, EmulTrap, ClearMem";"2345858";"H\Humans2\Humans2.slave";"Human Race: The Jurassic Levels ? 1993 Mirage.";"0";"Humans2";"Human Race: The Jurassic Levels";"1993 Mirage";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Humans2";"OCS/ECS";"";"";"";"";"humans 2 human race the jurassic levels english"
"NoError, Req68020, ReqAGA, ClearMem";"2713749";"H\Humans3AGA\Humans3AGA.Slave";"Humans III: Evolution - Lost in time ? 1996 Gametek";"0";"Humans3AGA";"Humans III: Evolution - Lost in time...";"1996 Gametek";"1789952";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"Humans3";"AGA";"";"";"";"";"humans 3 evolution lost in time english"
"Disk, NoError, EmulTrap";"1238376";"H\Hunter\Hunter.slave";"Hunter (c) 1990 Activision, french, english and german";"0";"Hunter";"Hunter";"1990 Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hunter";"OCS/ECS";"";"";"";"";"hunter english"
"NoError, EmulPriv, ClearMem, Examine";"669603";"H\HuntForRedOctober\HuntForRedOctober.Slave";"";"0";"HuntForRedOctober";"The Hunt for Red October";"1987 Oxford Digital Enterprises";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HuntForRedOctober";"OCS/ECS";"";"";"";"";"the hunt for red october oxford digital"
"NoError, EmulTrap";"914073";"H\HuntForRedOctoberTheMovie\HuntForRedOctoberTheMovie.Slave";"Hunt for Red October by Grandslam (c) 1990 - 1 disk.";"0";"HuntForRedOctoberTheMovie";"The Hunt For Red October";"1990 Grandslam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HuntForRedOctoberTheMovie";"OCS/ECS";"";"";"";"";"hunt for red october the movie english"
"NoError, ClearMem";"736132";"H\Hybris\Hybris.Slave";"Hybris (c) 1988 Discovery International.";"0";"Hybris";"Hybris";"1988 Discovery Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hybris";"OCS/ECS";"";"";"";"";"hybris english"
"NoError, EmulTrap, ClearMem";"1245090";"H\Hydra\Hydra.Slave";"Hydra (c) 1991 Domark/Tengen - 2 disks.";"0";"Hydra";"Hydra";"1991 Domark/Tengen";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hydra";"OCS/ECS";"";"";"";"";"hydra english"
"Disk, NoError, EmulTrap, NoKbd, ClearMem";"925981";"H\Hyperdome\Hyperdome.Slave";"Hyperdome ? 1989 Exocet.";"0";"Hyperdome";"Hyperdome";"1989 Exocet";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hyperdome";"OCS/ECS";"";"";"";"";"hyperdome english"
"NoError, EmulDivZero";"490228";"H\Hyperion\Hyperion.Slave";"Hyperion ? 1992 Black Lengend/Offence software.";"0";"Hyperion";"Hyperion";"1992 Offence Software/Black Legend ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hyperion";"OCS/ECS";"";"";"";"";"hyperion english"
"NoError, EmulTrap, ClearMem";"828894";"I\IanBothamsCricket\IanBothamsCricket.Slave";"Ian Botham's Cricket (c) 1992 Celebrity Software/";"0";"IanBothamsCricket";"Ian Botham";"1992 Celebrity Software/Mason Soft";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IanBothamsCricket";"OCS/ECS";"";"";"";"";"ian bothams cricket botham english"
"NoError";"466581";"I\IceRunner\IceRunner.Slave";"Ice Runner (c) 1991 Magic Soft - 1 disk.";"0";"IceRunner";"Ice Runner";"1991 Magic Soft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IceRunner";"OCS/ECS";"";"";"";"";"ice runner english"
"Disk, ClearMem";"513742";"I\IkariWarriors\IkariWarriors.Slave";"";"0";"IkariWarriors";"Ikari Warriors";"1987-1989 SNK / Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IkariWarriors";"OCS/ECS";"";"";"";"";"ikari warriors english"
"NoError, EmulTrap";"1024645";"I\Ilyad\Ilyad.Slave";"Ilyad ? 1989 Ubi Soft.";"0";"Ilyad";"Ilyad";"1989 Ubi Soft ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Ilyad";"OCS/ECS";"";"";"";"";"ilyad english"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"1864652";"I\Immortal\Immortal.Slave";"The Immortal ? 1990 Electronic Arts.";"0";"Immortal";"The Immortal";"1990 Electronic Arts";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Immortal";"OCS/ECS";"";"";"";"";"immortal the english"
"NoError, ClearMem";"407508";"I\Impact\Impact.Slave";"Impact! ? 1987 ASL";"0";"Impact";"Impact!";"1987 ASL";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Impact";"OCS/ECS";"";"";"";"";"impact english"
"NoError, ClearMem";"407680";"I\Impact95\Impact95.Slave";"Impact! ? 1987 ASL";"0";"Impact95";"Impact!";"1987 ASL";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Impact95";"OCS/ECS";"";"";"";"";"impact 95 english"
"NoError, NoKbd, EmulPriv, Examine, EmulDivZero";"741643";"I\Imperium\Imperium.Slave";"Imperium ? 1990 Electronic Arts";"0";"Imperium";"Imperium";"1990 Electronic Arts";"655360";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Imperium";"OCS/ECS";"";"";"";"";"imperium english"
"Disk, NoError, EmulTrap, NoKbd";"975381";"I\Impossamole\Impossamole.Slave";"Impossamole ? Gremlin/Core Design.";"0";"Impossamole";"Impossamole";"Core Design/Gremlin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Impossamole";"OCS/ECS";"";"";"";"";"impossamole english"
"NoError, EmulPriv";"941300";"I\ImpossibleMission2\ImpossibleMission2.Slave";"Impossible Mission 2 ? 1988 Epyx.";"0";"ImpossibleMission2";"Impossible Mission 2";"1988 Epyx ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"ImpossibleMission2";"OCS/ECS";"";"";"";"";"impossible mission 2 english"
"NoError, ReqAGA, EmulPriv";"1317831";"I\ImpossibleMission2025AGA\ImpossibleMission2025AGA.slave";"Impossible Mission 2025 (ECS/AGA) ? 1993 Microprose.";"0";"ImpossibleMission2025AGA";"Impossible Mission 2025";"1993 Microprose";"2031616";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"ImpossibleMission2025";"AGA";"";"";"";"";"impossible mission 2025 english"
"NoError, EmulTrap";"1960525";"I\IncredibleCrashDummies\IncredibleCrashDummies.slave";"Incredible Crash Dummies by Virgin/Acclaim (c) 1994 - 2 disks.";"0";"IncredibleCrashDummies";"Incredible Crash Dummies";"1994 Virgin";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IncredibleCrashDummies";"OCS/ECS";"";"";"";"";"incredible crash dummies english"
"NoError, EmulPriv";"923404";"I\IndianaJonesAtlantisAct\IndianaJonesAtlantisAct.slave";"Indiana Jones and the Fate of Atlantis (Action)";"0";"IndianaJonesAtlantisAct";"Indiana Jones IV and the Fate of Atlantis (Action)";"1991 Lucasfilm Games Ltd";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IndianaJonesAtlantisAct";"OCS/ECS";"";"";"";"";"indiana jones and the fate of atlantis 560"
"NoError, EmulPriv, Examine";"9056561";"I\IndianaJonesAtlantisAdv\IndianaJonesAtlantisAdv.Slave";"Indiana Jones And The Fate Of Atlantis ? 1992 LucasFilms Games";"0";"IndianaJonesAtlantisAdv";"Indiana Jones & The Fate Of Atlantis";"1992 Lucasfilm";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IndianaJonesAtlantisAdv";"OCS/ECS";"";"";"";"";"indiana jones and the fate of atlantis 558"
"Disk, NoError, EmulTrap, ClearMem";"985744";"I\IndianaJonesLastCrusAct\IndianaJonesLastCrusAct.Slave";"";"0";"IndianaJonesLastCrusAct";"Indiana Jones and the Last Crusade (Arcade)";"1989 Lucasfilm Games/Ocean/U.S.Gold/Tiertex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IndianaJonesLastCrusAct";"OCS/ECS";"";"";"";"";"indiana jones and the last crusade 1228"
"NoError, EmulPriv, Examine";"2215047";"I\IndianaJonesLastCrusAdv\IndianaJonesLastCrusAdv.slave";"Indiana Jones And The Last Crusade ? 1989 Lucasfilm Games.";"0";"IndianaJonesLastCrusAdv";"Indiana Jones and the Last Crusade (adv.)";"1989 Lucasfilm Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IndianaJonesLastCrusAdv";"OCS/ECS";"";"";"";"";"indiana jones and the last crusade 559"
"NoError, Req68020";"469302";"I\IndianaJonesTempleOfDoom\IndianaJonesTempleOfDoom.slave";"";"0";"IndianaJonesTempleOfDoom";"Indiana Jones and the Temple Of Doom";"1989 Lucasfilm/Atari Games/Mindscape";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IndianaJonesTempleOfDoom";"OCS/ECS";"";"";"";"";"indiana jones temple of doom and the english"
"Disk, NoError, EmulTrap";"935158";"I\Indianapolis500\Indianapolis500.slave";"Indianapolis 500 ? 1990 Papyrus Design Group.";"0";"Indianapolis500";"Indianapolis 500";"1990 Papyrus Design Group";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Indianapolis500";"OCS/ECS";"";"";"";"";"indianapolis 500 english"
"NoError, EmulTrap, ClearMem";"912255";"I\IndigoImage\IndigoImage.Slave";"Indigo (Unreleased) ? 1992 Psygnosis/Stephane BELIN.";"0";"IndigoImage";"Indigo (Unreleased)";"1992 Psygnosis ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Indigo";"OCS/ECS";"";"";"";"Image";"indigo unreleased english"
"NoError, EmulPriv, ClearMem, Examine";"794951";"I\IndoorSports\IndoorSports.Slave";"Indoor Sports ? 1987 Mindscape";"0";"IndoorSports";"Indoor Sports";"1987 Mindscape";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IndoorSports";"OCS/ECS";"";"";"";"";"indoor sports english"
"NoError";"916911";"I\IndyHeat\IndyHeat.Slave";"Indy Heat ? 1992 The Sales Curve";"0";"IndyHeat";"Indy Heat";"1992 The Sales Curve";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IndyHeat";"OCS/ECS";"";"";"";"";"indy heat english"
"NoError, EmulPriv, ClearMem, Examine";"159686";"I\InertiaDrive\InertiaDrive.Slave";"Inertia Drive ? 1987 Ozi Soft";"0";"InertiaDrive";"Inertia Drive";"1987 Ozi Soft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"InertiaDrive";"OCS/ECS";"";"";"";"";"inertia drive english"
"NoError";"434930";"I\Infection\Infection.Slave";"Infection (c) 1989 Virgin/Mastertronic - 1 disk.";"0";"Infection";"Infection";"1989 Virgin/Mastertronic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Infection";"OCS/ECS";"";"";"";"";"infection english"
"Disk, NoError, EmulTrap, NoKbd";"815970";"I\Infestation\Infestation.slave";"Infestation ? 1990 Psygnosis.";"0";"Infestation";"Infestation";"1990 Psygnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Infestation";"OCS/ECS";"";"";"";"";"infestation english"
"NoError, EmulPriv, ClearMem, Examine";"848570";"I\IngridsBack\IngridsBack.Slave";"Ingrid's Back! ?1988 Level 9";"0";"IngridsBack";"Ingrid";"1988 Level 9";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"IngridsBack";"OCS/ECS";"";"";"";"";"ingrids back ingrid english"
"NoError, EmulPriv, Examine";"5430310";"I\InnocentUntilCaught\InnocentUntilCaught.slave";"Innocent Until Caught ? 1994 Psygnosis.";"0";"InnocentUntilCaught";"Innocent Until Caught";"1994 Psygnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"InnocentUntilCaught";"OCS/ECS";"";"";"";"";"innocent until caught english"
"NoError, EmulTrap, EmulPriv";"918333";"I\InsanityFight\InsanityFight.Slave";"Insanity Fight by Microdeal (c) 1994 - 1 disk.";"0";"InsanityFight";"Insanity Fight";"1987 Microdeal";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"InsanityFight";"OCS/ECS";"";"";"";"";"insanity fight english"
"NoError, EmulTrap";"454711";"I\InsectorHectiInterChange\InsectorHectiInterChange.Slave";"Insector Hecti in the Interchange (c) 1991 PAL";"0";"InsectorHectiInterChange";"Insector Hecti in the Interchange";"1991 PAL Developments/Hi-Tec";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"InsectorHectiInterChange";"OCS/ECS";"";"";"";"";"insector hecti inter change in the interchange english"
"NoError, EmulTrap";"589331";"I\InsectsInSpace\InsectsInSpace.slave";"Insects In Space by Hewson (c) 1990 - 1 disk.";"0";"InsectsInSpace";"Insects In Space";"1990 Hewson";"581632";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"InsectsInSpace";"OCS/ECS";"";"";"";"";"insects in space english"
"NoError, EmulTrap, NoKbd, EmulPriv, Examine";"981629";"I\Intact512KB\Intact512KB.Slave";"Intact ? 1989-90 Sphinx Software/GrandSlam.";"0";"Intact512KB";"Intact (no extra memory)";"1989-90 GrandSlam/Sphinx Software";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Intact";"OCS/ECS";"";"512KB";"";"";"intact no extra memory english"
